"initial_creation_date","last_change_date","material","material_9","material_7","ai","mat_description","mat_description_eng","plant","planner","replenishment_type","rounding_value","lot_size","minimum_lot_size","safety_time_days","safety_time_ind","leadtime_hours","planning_time_fence","planned_delivery_time","safety_stock","unit_of_quantity","length","width","height","uom_lwh","volume","unit_of_volume","gross_weight","net_weight","unit_of_weight","stacking_factor","material_group","run_out_date","proc_type","part_type","character","init_upg","init_use_type","procurement_type","storage_location","bwd_consumption_per","fwd_consumption_per","pps_planning_calendar","factory_calendar","mrp_group","mixed_mrp","strategy_group","consumption_mode","abc_indicator","spab_indicator","status","status_valid_from","bulk_material","omb_part","warehouse_number","storage_type_stock_placement","storage_type_stock_removement","release","release_date","release_type","release_action_code","active_material","plant_calendar","document_number","sid_client","snapdate","snaptimestamp","load_date","load_timestamp","_load_date"
"2020-05-13","2020-05-13","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","CX30","990","S1","0.0000","EX","0.0000","000","2","0","1","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.1480","0.1480","KGM","0","Z_SERIE",,"A","E","PF","5210","G05","F","1402","0","0","",,"ZPRD","","","","","","N",,"",,,,,,,,,,,"0000000210512268","PTGP010","2020-05-13","2020-05-13 16:30:32.000","2021-05-24","2021-05-24 19:14:40.000","2021-05-24"
"2020-05-13","2020-07-14","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","A1CS","","KD","0.0000","","0.0000","","","0","0","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.1560","0.1560","KGM","0","Z_SERIE",,"A","E","PF","5210","G05","F","","0","0","",,"","","","","","","N",,"",,,,,,,,,,,"0000000226497135","PTGP010","2020-07-14","2020-07-14 04:22:12.000","2021-05-24","2021-05-24 19:20:10.000","2021-05-24"
"2020-05-13","2021-08-18","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","CX30","312","S1","60.0000","PK","0.0000","030","2","0","3","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.1580","0.1580","KGM","0","Z_SERIE",,"A","E","PF","5210","G05","F","1402","0","0","009",,"ZPRD","","","","","","N",,"",,,,,"",,"","","","C3","0000000310617109","PTGP010","2021-08-18","2021-08-18 11:20:05.000","2021-08-18","2021-08-18 16:02:12.000","2021-08-18"
"2020-05-13","2021-02-11","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","A1CS","","KD","0.0000","","0.0000","","","0","0","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.1580","0.1580","KGM","0","Z_SERIE",,"A","E","PF","5210","G05","F","","0","0","",,"","","","","","","N",,"",,,,,"",,"","","","","0000000266998354","PTGP010","2021-02-11","2021-02-11 16:40:17.000","2021-05-24","2021-05-24 19:19:57.000","2021-05-24"
"2020-05-13","2020-06-18","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","CX30","910","S1","0.0000","EX","0.0000","050","2","0","1","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.1480","0.1480","KGM","0","Z_SERIE",,"A","E","PF","5210","G05","F","1402","0","0","",,"ZPRD","","","","","","N",,"",,,,,,,,,,,"0000000222037478","PTGP010","2020-06-18","2020-06-18 23:11:06.000","2021-05-24","2021-05-24 19:28:53.000","2021-05-24"
"2018-02-13","2020-12-28","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","MC10","048","PD","0.0000","TB","0.0000","00","",,"1","1","0.0000","EA","0.0000","0.0000","0.0000","","0.0000","","148.0000","148.0000","GRM","0","PRODPART",,,,,,,"F","","0","0","",,"","","","","B",,"S",,"",,"202","","",,,,,,,"0000000756643323","MCPCLNT001","2021-01-14","2021-01-14 07:38:44.000","2021-05-24","2021-05-24 19:34:07.000","2021-05-24"
"2020-05-13","2020-06-18","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","CX30","910","S1","60.0000","EX","0.0000","050","2","0","1","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.1480","0.1480","KGM","0","Z_SERIE",,"A","E","PF","5210","G05","F","1402","0","0","",,"ZPRD","","","","","","N",,"",,,,,,,,,,,"0000000222038766","PTGP010","2020-06-18","2020-06-18 23:21:07.000","2021-05-24","2021-05-24 19:09:33.000","2021-05-24"
"2018-02-13","2020-12-28","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","MC10","048","PD","0.0000","TB","0.0000","00","",,"1","1","0.0000","EA","0.0000","0.0000","0.0000","","0.0000","","148.0000","148.0000","GRM","0","PRODPART",,,,,,,"F","","0","0","",,"","","","","B",,"S",,"",,"105","","",,,,,,,"0000000756643323","MCPCLNT001","2021-01-14","2021-01-14 07:38:44.000","2021-05-24","2021-05-24 19:34:07.000","2021-05-24"
"2020-05-13","2021-08-18","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","A1CS","","KD","0.0000","","0.0000","","","0","0","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.1580","0.1580","KGM","0","Z_SERIE",,"A","E","PF","5210","G05","F","","0","0","",,"","","","","","","N",,"",,,,,"",,"","","","","0000000310617109","PTGP010","2021-08-18","2021-08-18 11:20:05.000","2021-08-18","2021-08-18 16:02:12.000","2021-08-18"
"2020-05-13","2021-01-12","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","CX30","312","S1","60.0000","PK","0.0000","030","2","0","2","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.1580","0.1580","KGM","0","Z_SERIE",,"A","E","PF","5210","G05","F","1402","0","0","009",,"ZPRD","","","","","","N",,"",,,,,"",,"","","","C3","0000000260317552","PTGP010","2021-01-12","2021-01-12 06:01:01.000","2021-05-24","2021-05-24 19:16:07.000","2021-05-24"
"2020-05-13","2020-05-13","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","CX30","990","S1","0.0000","EX","0.0000","000","2","0","1","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.1480","0.1480","KGM","0","Z_SERIE",,"A","E","PF","5210","G05","F","1402","0","0","",,"ZPRD","","","","","","N",,"",,,,,,,,,,,"0000000210574006","PTGP010","2020-05-13","2020-05-13 18:03:10.000","2021-05-24","2021-05-24 19:21:50.000","2021-05-24"
"2020-05-13","2020-05-13","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","CX30","990","S1","0.0000","EX","0.0000","000","2","0","1","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.1480","0.1480","KGM","0","Z_SERIE",,"A","E","PF","5210","G05","F","1402","0","0","",,"ZPRD","","","","","","N",,"",,,,,,,,,,,"0000000210626864","PTGP010","2020-05-13","2020-05-13 21:31:52.000","2021-05-24","2021-05-24 19:32:20.000","2021-05-24"
"2020-05-13","2020-11-04","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","CX30","312","S1","60.0000","PK","0.0000","030","2","0","2","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.1580","0.1580","KGM","0","Z_SERIE",,"A","E","PF","5210","G05","F","1402","0","0","009",,"ZPRD","","","","","","N",,"",,,,,"",,"","","","C3","0000000246991506","PTGP010","2020-11-04","2020-11-04 07:40:06.000","2021-05-24","2021-05-24 19:12:38.000","2021-05-24"
"2020-05-13","2020-12-28","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","CX30","312","S1","60.0000","PK","0.0000","030","2","0","2","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.1580","0.1580","KGM","0","Z_SERIE",,"A","E","PF","5210","G05","F","1402","0","0","009",,"ZPRD","","","","","","N",,"",,,,,"",,"","","","C3","0000000257894081","PTGP010","2020-12-28","2020-12-28 05:20:55.000","2021-05-24","2021-05-24 19:18:25.000","2021-05-24"
"2020-05-13","2020-09-18","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","CX30","910","S1","60.0000","PK","0.0000","040","2","0","2","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.1580","0.1580","KGM","0","Z_SERIE",,"A","E","PF","5210","G05","F","1402","0","0","009",,"ZPRD","","","","","","N",,"",,,,,,,,,,,"0000000237690396","PTGP010","2020-09-18","2020-09-18 16:02:08.000","2021-05-24","2021-05-24 19:20:23.000","2021-05-24"
"2020-05-13","2021-08-18","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","CX30","312","S1","60.0000","PK","0.0000","030","2","0","3","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.1580","0.1580","KGM","0","Z_SERIE",,"A","E","PF","5210","G05","F","1402","0","0","009",,"ZPRD","","","","","","N",,"",,,,,"",,"","","","C3","0000000310618470","PTGP010","2021-08-18","2021-08-18 11:15:05.000","2021-08-18","2021-08-18 16:02:14.000","2021-08-18"
"2020-05-13","2020-06-10","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","A1CS","","KD","0.0000","","0.0000","","","0","0","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.1480","0.1480","KGM","0","Z_SERIE",,"A","E","PF","5210","G05","F","","0","0","",,"","","","","","","N",,"",,,,,,,,,,,"0000000219402848","PTGP010","2020-06-10","2020-06-10 11:20:03.000","2021-05-24","2021-05-24 19:17:36.000","2021-05-24"
"2020-05-13","2020-05-13","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","A1CS","","KD","0.0000","","0.0000","","","0","0","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.1480","0.1480","KGM","0","Z_SERIE",,"A","E","PF","5210","G05","F","","0","0","",,"","","","","","","N",,"",,,,,,,,,,,"0000000210626864","PTGP010","2020-05-13","2020-05-13 21:31:52.000","2021-05-24","2021-05-24 19:32:20.000","2021-05-24"
"2020-05-13","2021-01-12","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","A1CS","","KD","0.0000","","0.0000","","","0","0","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.1580","0.1580","KGM","0","Z_SERIE",,"A","E","PF","5210","G05","F","","0","0","",,"","","","","","","N",,"",,,,,"",,"","","","","0000000260318346","PTGP010","2021-01-12","2021-01-12 06:02:05.000","2021-05-24","2021-05-24 19:16:06.000","2021-05-24"
"2020-05-13","2020-06-18","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","CX30","910","S1","60.0000","EX","0.0000","050","2","0","1","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.1480","0.1480","KGM","0","Z_SERIE",,"A","E","PF","5210","G05","F","1402","0","0","",,"ZPRD","","","","","","N",,"",,,,,,,,,,,"0000000222037834","PTGP010","2020-06-18","2020-06-18 23:21:01.000","2021-05-24","2021-05-24 19:30:24.000","2021-05-24"
"2020-05-13","2020-06-17","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","CX30","990","S1","0.0000","EX","0.0000","000","2","0","1","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.1480","0.1480","KGM","0","Z_SERIE",,"A","E","PF","5210","G05","F","1402","0","0","",,"ZPRD","","","","","","N",,"",,,,,,,,,,,"0000000221671418","PTGP010","2020-06-17","2020-06-17 15:03:14.000","2021-05-24","2021-05-24 19:29:38.000","2021-05-24"
"2020-05-13","2021-01-14","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","CX30","312","S1","60.0000","PK","0.0000","030","2","0","2","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.1580","0.1580","KGM","0","Z_SERIE",,"A","E","PF","5210","G05","F","1402","0","0","009",,"ZPRD","","","","","","N",,"",,,,,"",,"","","","C3","0000000261102725","PTGP010","2021-01-14","2021-01-14 23:10:09.000","2021-05-24","2021-05-24 19:20:57.000","2021-05-24"
"2020-05-13","2020-11-04","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","A1CS","","KD","0.0000","","0.0000","","","0","0","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.1580","0.1580","KGM","0","Z_SERIE",,"A","E","PF","5210","G05","F","","0","0","",,"","","","","","","N",,"",,,,,"",,"","","","","0000000253152345","PTGP010","2020-12-04","2020-12-04 03:43:55.000","2021-05-24","2021-05-24 19:18:41.000","2021-05-24"
"2020-05-13","2020-06-18","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","A1CS","","KD","0.0000","","0.0000","","","0","0","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.1480","0.1480","KGM","0","Z_SERIE",,"A","E","PF","5210","G05","F","","0","0","",,"","","","","","","N",,"",,,,,,,,,,,"0000000222037478","PTGP010","2020-06-18","2020-06-18 23:11:06.000","2021-05-24","2021-05-24 19:28:53.000","2021-05-24"
"2020-05-13","2020-11-02","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","CX30","312","S1","60.0000","PK","0.0000","030","2","0","2","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.1580","0.1580","KGM","0","Z_SERIE",,"A","E","PF","5210","G05","F","1402","0","0","009",,"ZPRD","","","","","","N",,"",,,,,"",,"","","","C3","0000000246634288","PTGP010","2020-11-02","2020-11-02 16:25:10.000","2021-05-24","2021-05-24 19:16:34.000","2021-05-24"
"2020-05-13","2020-11-04","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","CX30","312","S1","60.0000","PK","0.0000","030","2","0","2","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.1580","0.1580","KGM","0","Z_SERIE",,"A","E","PF","5210","G05","F","1402","0","0","009",,"ZPRD","","","","","","N",,"",,,,,"",,"","","","C3","0000000253229796","PTGP010","2020-12-04","2020-12-04 05:04:38.000","2021-05-24","2021-05-24 19:27:54.000","2021-05-24"
"2020-05-13","2021-01-14","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","A1CS","","KD","0.0000","","0.0000","","","0","0","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.1580","0.1580","KGM","0","Z_SERIE",,"A","E","PF","5210","G05","F","","0","0","",,"","","","","","","N",,"",,,,,"",,"","","","","0000000261102725","PTGP010","2021-01-14","2021-01-14 23:10:09.000","2021-05-24","2021-05-24 19:20:57.000","2021-05-24"
"2020-05-13","2021-02-11","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","CX30","312","S1","60.0000","PK","0.0000","030","2","0","3","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.1580","0.1580","KGM","0","Z_SERIE",,"A","E","PF","5210","G05","F","1402","0","0","009",,"ZPRD","","","","","","N",,"",,,,,"",,"","","","C3","0000000266996621","PTGP010","2021-02-11","2021-02-11 16:37:01.000","2021-05-24","2021-05-24 19:19:53.000","2021-05-24"
"2020-05-13","2020-06-23","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","CX30","910","S1","60.0000","PK","0.0000","050","2","0","1","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.1480","0.1480","KGM","0","Z_SERIE",,"A","E","PF","5210","G05","F","1402","0","0","009",,"ZPRD","","","","","","N",,"",,,,,,,,,,,"0000000223726805","PTGP010","2020-06-23","2020-06-23 18:41:12.000","2021-05-24","2021-05-24 19:24:04.000","2021-05-24"
"2020-05-13","2020-10-13","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","CX30","912","S1","60.0000","PK","0.0000","040","2","0","2","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.1580","0.1580","KGM","0","Z_SERIE",,"A","E","PF","5210","G05","F","1402","0","0","009",,"ZPRD","","","","","","N",,"",,,,,"",,"","","","C3","0000000242095385","PTGP010","2020-10-13","2020-10-13 07:13:01.000","2021-05-24","2021-05-24 19:16:44.000","2021-05-24"
"2020-05-13","2020-05-13","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","CX30","990","S1","0.0000","EX","0.0000","000","2","0","1","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.1480","0.1480","KGM","0","Z_SERIE",,"A","E","PF","5210","G05","F","1402","0","0","",,"ZPRD","","","","","","N",,"",,,,,,,,,,,"0000000210509990","PTGP010","2020-05-13","2020-05-13 16:29:03.000","2021-05-24","2021-05-24 19:13:55.000","2021-05-24"
"2020-05-13","2020-05-13","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","CX30","990","S1","0.0000","EX","0.0000","000","2","0","1","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.1480","0.1480","KGM","0","Z_SERIE",,"A","E","PF","5210","G05","F","1402","0","0","",,"ZPRD","","","","","","N",,"",,,,,,,,,,,"0000000210565110","PTGP010","2020-05-13","2020-05-13 17:56:04.000","2021-05-24","2021-05-24 19:22:44.000","2021-05-24"
"2020-05-13","2020-06-23","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","A1CS","","KD","0.0000","","0.0000","","","0","0","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.1480","0.1480","KGM","0","Z_SERIE",,"A","E","PF","5210","G05","F","","0","0","",,"","","","","","","N",,"",,,,,,,,,,,"0000000223726805","PTGP010","2020-06-23","2020-06-23 18:41:12.000","2021-05-24","2021-05-24 19:24:04.000","2021-05-24"
"2020-05-13","2020-11-02","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","CX30","312","S1","60.0000","PK","0.0000","030","2","0","2","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.1580","0.1580","KGM","0","Z_SERIE",,"A","E","PF","5210","G05","F","1402","0","0","009",,"ZPRD","","","","","","N",,"",,,,,"",,"","","","C3","0000000246635271","PTGP010","2020-11-02","2020-11-02 16:31:03.000","2021-05-24","2021-05-24 19:16:25.000","2021-05-24"
"2020-05-13","2020-09-18","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","CX30","910","S1","60.0000","PK","0.0000","040","2","0","2","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.1580","0.1580","KGM","0","Z_SERIE",,"A","E","PF","5210","G05","F","1402","0","0","009",,"ZPRD","","","","","","N",,"",,,,,,,,,,,"0000000237683934","PTGP010","2020-09-18","2020-09-18 15:53:26.000","2021-05-24","2021-05-24 19:20:04.000","2021-05-24"
"2020-05-13","2020-12-28","7494348-04","749434804","7494348","04","RE BLENDE OBERSCHIENE VORN SCHWARZ","RH FINISHER UPPER RAIL FRT BLACK","CX30","312","S1","60.0000","PK","0.0000","030","2","0","2","0","0.0000","PCE","0.0000","0.0000","0.0000","","0.0000","","0.1580","0.1580","KGM","0","Z_SERIE",,"A","E","PF","5210","G05","F","1402","0","0","009",,"ZPRD","","","","","","N",,"",,,,,"",,"","","","C3","0000000257863463","PTGP010","2020-12-28","2020-12-28 05:09:47.000","2021-05-24","2021-05-24 19:14:02.000","2021-05-24"
